TradingDate;Open;High;Low;Close;Volume
2020-03-16;75828000;75859000;73758000;74786000;29225000
2020-03-17;72407000;75003000;72184000;74578000;28728000
2020-03-18;74740000;75265000;74212000;74766000;25902000
2020-03-19;73235000;73343000;71402000;72594000;35339000
2020-03-20;72855000;72935000;70973000;70973000;23059000
2020-03-23;69477000;69477000;66423000;66659000;28025000
2020-03-24;66659000;66659000;65227000;65921000;24515000
2020-03-25;66976000;69025000;66758000;69025000;27018000
2020-03-26;68900000;70076000;68010000;69421000;22185000
2020-03-27;69254000;70322000;68252000;69606000;32799000
2020-03-30;66391000;66556000;65736000;66226000;23310000
2020-03-31;66974000;67864000;64910000;66253000;26279000
2020-04-01;65880000;68496000;65741000;68023000;26702000
2020-04-03;68792000;70180000;68792000;70180000;23309000
2020-04-06;71622000;73675000;71539000;73675000;33490000
2020-04-07;74497000;74913000;73028000;74669000;29297000
2020-04-08;74003000;74836000;73012000;74802000;25229000
2020-04-09;75108000;76587000;75108000;76033000;29847000
2020-04-10;75908000;76436000;75159000;75794000;33840000
2020-04-13;76299000;77462000;76253000;76579000;23528000
2020-04-14;76901000;76953000;75385000;76741000;26678000
2020-04-15;76805000;77952000;76801000;77722000;30262000
2020-04-16;77311000;78106000;77091000;78070000;25094000
2020-04-17;78696000;79095000;78374000;78960000;30986000
2020-04-20;79617000;79749000;78673000;79497000;33605000
2020-04-21;79497000;79497000;76196000;76684000;39740000
2020-04-22;75280000;77494000;74997000;76892000;25344000
2020-04-23;76892000;78560000;76892000;77391000;20580000
2020-04-24;77728000;77830000;76731000;77666000;26227000
2020-04-27;78065000;78574000;77077000;77077000;30736000
2020-04-28;77331000;77613000;76366000;76721000;21940000
2020-04-29;76859000;77262000;76819000;76911000;25008000
2020-05-04;76614000;76973000;76164000;76247000;28557000
2020-05-05;76322000;76703000;76004000;76416000;21238000
2020-05-06;76730000;78259000;76537000;78259000;27245000
2020-05-07;78508000;79654000;78508000;79654000;24080000
2020-05-08;80032000;82572000;80020000;81373000;37134000
2020-05-11;81826000;82833000;81248000;82833000;35342000
2020-05-12;82729000;83595000;81966000;83532000;32221000
2020-05-13;83532000;83959000;81513000;83421000;37460000
2020-05-14;83097000;83619000;82617000;83240000;34112000
2020-05-15;83542000;83847000;82459000;82703000;30189000
2020-05-18;82749000;83761000;82308000;83701000;25405000
2020-05-19;85214000;85425000;84415000;84592000;38527000
2020-05-20;84326000;85291000;84221000;85291000;26577000
2020-05-21;85493000;86273000;85404000;86273000;33191000
2020-05-22;85929000;86065000;85208000;85274000;30398000
2020-05-25;85290000;86045000;84912000;85904000;30723000
2020-05-26;86147000;86965000;86022000;86913000;32835000
2020-05-27;86913000;87535000;85748000;85748000;38890000
2020-05-28;85897000;86617000;85648000;86139000;32222000
2020-05-29;86159000;86695000;85926000;86447000;31819000
2020-06-01;86897000;87867000;86897000;87867000;47652000
2020-06-02;87923000;88273000;87453000;87480000;48471000
2020-06-03;87673000;88117000;87401000;88117000;35196000
2020-06-04;88322000;88832000;88322000;88390000;43112000
2020-06-05;88340000;88659000;87850000;88622000;49961000
2020-06-08;88870000;90565000;88870000;89992000;57202000
2020-06-09;90226000;90489000;89887000;89943000;50173000
2020-06-10;89878000;90269000;89030000;90000000;54287000
2020-06-11;90048000;90370000;86737000;86737000;70746000
2020-06-12;84185000;86352000;84144000;86352000;62077000
2020-06-15;86752000;86816000;83247000;83247000;70824000
2020-06-16;84886000;85870000;84467000;85613000;41245000
2020-06-17;86105000;86105000;85227000;85444000;35484000
2020-06-18;85092000;85803000;84749000;85527000;28031000
2020-06-19;85777000;86856000;85777000;86856000;44009000
2020-06-22;87156000;87294000;86737000;87128000;35037000
2020-06-23;87112000;87320000;86402000;86820000;45536000
2020-06-24;86820000;87313000;85758000;85971000;37092000
2020-06-25;85109000;85623000;84965000;85459000;31230000
2020-06-26;85907000;86259000;85066000;85198000;30039000
2020-06-29;84626000;84653000;82600000;82936000;38964000
2020-06-30;83672000;84031000;82192000;82511000;35839000
2020-07-01;82767000;84426000;82638000;84349000;30355000
2020-07-02;84566000;84566000;83848000;84238000;22380000
2020-07-03;84526000;84816000;84325000;84761000;20300000
2020-07-06;85147000;86185000;85004000;86116000;21509000
2020-07-07;86546000;87063000;86342000;86342000;33090000
2020-07-08;86175000;86558000;85998000;86450000;23754000
2020-07-09;86766000;87836000;86745000;87646000;30608000
2020-07-10;87370000;87853000;86759000;87121000;29111000
2020-07-13;87485000;87683000;86699000;86872000;24607000
2020-07-14;86501000;86811000;86028000;86811000;23914000
2020-07-15;87280000;87669000;86991000;86991000;25829000
2020-07-16;87181000;87683000;86925000;87683000;24347000
2020-07-17;87348000;87507000;87189000;87202000;27068000
2020-07-20;87066000;87164000;86140000;86140000;28508000
2020-07-21;86394000;86470000;85694000;86169000;24541000
2020-07-22;86280000;86400000;85497000;85508000;27860000
2020-07-23;85492000;85722000;85197000;85675000;24050000
2020-07-24;85423000;85457000;81665000;82916000;50510000
2020-07-27;79414000;80874000;78064000;78517000;42271000
2020-07-28;78672000;81440000;78667000;81336000;32849000
2020-07-29;80039000;80039000;77982000;79084000;36209000
2020-07-30;79622000;80297000;79488000;80113000;18895000
2020-07-31;78778000;80355000;78698000;79839000;24963000
2020-08-03;79686000;81484000;79647000;81465000;29814000
2020-08-04;82286000;82757000;82020000;82757000;27745000
2020-08-05;82754000;83952000;82074000;83780000;30664000
2020-08-06;83801000;84416000;83356000;84004000;25702000
2020-08-07;84065000;84433000;83684000;84146000;25989000
2020-08-10;84511000;84952000;84320000;84320000;30930000
2020-08-11;84761000;84761000;84035000;84308000;24900000
2020-08-12;84419000;84854000;84288000;84692000;27249000
2020-08-13;84996000;85519000;84986000;85505000;25625000
2020-08-14;85429000;86032000;84838000;85074000;30471000
2020-08-17;84808000;85205000;84162000;85015000;23751000
2020-08-18;85015000;85106000;84500000;84643000;22751000
2020-08-19;84719000;85315000;84622000;85121000;24015000
2020-08-20;85121000;85699000;84744000;84821000;28569000
2020-08-21;84999000;85645000;84969000;85478000;28682000
2020-08-24;86035000;86868000;86035000;86868000;38152000
2020-08-25;87092000;87757000;87092000;87412000;39907000
2020-08-26;87362000;87697000;87178000;87347000;35238000
2020-08-27;87238000;87571000;87193000;87471000;32572000
2020-08-28;87879000;88586000;87770000;87898000;39832000
2020-08-31;88213000;88844000;87926000;88165000;35265000
2020-09-01;88240000;89251000;88079000;89173000;31700000
2020-09-03;89825000;90432000;89626000;90397000;37049000
2020-09-04;89602000;90311000;89386000;90154000;34644000
2020-09-07;90385000;90580000;88825000;88825000;43406000
2020-09-08;89161000;89458000;88488000;89014000;29402000
2020-09-09;88368000;89240000;88157000;88932000;31844000
2020-09-10;89529000;89678000;88882000;88882000;38724000
2020-09-11;88882000;89098000;88467000;88897000;30991000
2020-09-14;89189000;89531000;89189000;89457000;36443000
2020-09-15;89661000;89874000;89466000;89626000;38180000
2020-09-16;89743000;89758000;89463000;89747000;29043000
2020-09-17;89747000;89941000;89093000;89404000;39546000
2020-09-18;89608000;90211000;89582000;90095000;36184000
2020-09-21;90450000;90978000;90450000;90794000;40344000
2020-09-22;90590000;90969000;90247000;90619000;40141000
2020-09-23;90897000;91352000;90897000;91250000;39251000
2020-09-24;91053000;91451000;90732000;90858000;39846000
2020-09-25;91078000;91130000;90556000;90827000;36123000
2020-09-28;91120000;91360000;91004000;91250000;42024000
2020-09-29;91663000;91749000;90398000;90398000;46536000
2020-09-30;90434000;90700000;90044000;90521000;34069000
2020-10-01;91013000;91409000;90913000;91409000;35245000
