Date;Open;High;Low;Price;Vol.
3/16/2012;449.66;450.32;438.52;438.52;113.65K
3/19/2012;435.82;440.92;433.6;438.07;58.56K
3/20/2012;435.2;441.73;435.2;440.29;62.75K
3/21/2012;443.43;450.25;443.13;445.77;98.38K
3/22/2012;442.77;448.92;442.44;445.67;81.61K
3/23/2012;448.93;455.16;448.85;454.1;88.12K
3/26/2012;458.21;459.26;451.46;459.26;93.97K
3/27/2012;457.55;457.55;445.92;445.92;120.88K
3/28/2012;443.2;447.14;437.05;446.32;82.03K
3/29/2012;449.01;449.01;439.47;439.63;74.52K
3/30/2012;442.57;443.74;437.62;441.03;67.12K
2012-03-04;440.95;446.14;440.23;445.77;59.85K
2012-04-04;446.02;447.02;439.27;439.77;50.71K
2012-05-04;439;445.8;436.67;444.93;61.59K
2012-06-04;447.08;450.23;445.87;447.44;91.17K
2012-09-04;450.55;452.06;448.17;450.73;66.30K
2012-10-04;451.01;455.86;448.91;450.85;87.74K
2012-11-04;457.56;458.74;452.69;458.74;99.44K
2012-12-04;462.22;468.14;460.79;465.26;106.54K
4/13/2012;467.48;468.38;462.52;462.52;122.02K
4/16/2012;465.06;470.73;461.76;468.26;89.70K
4/17/2012;471.54;474.92;467.58;472.84;118.09K
4/18/2012;475.1;478.87;471.36;472.16;143.50K
4/19/2012;470.81;473.31;465.29;467.08;144.51K
4/20/2012;467.08;470.5;462.91;465.72;106.58K
4/23/2012;466.8;469.2;464.61;465.17;66.38K
4/24/2012;465.67;466.23;460.6;465.65;88.34K
4/25/2012;471.39;473.22;468.89;472.87;88.09K
4/26/2012;472.82;475.44;470.21;470.21;96.33K
4/27/2012;473.43;475.22;470.43;473.77;86.18K
2012-02-05;476.02;478.44;471.07;472.46;118.28K
2012-03-05;470.54;473.07;465;468.8;103.90K
2012-04-05;470.53;477.72;470.53;476.32;108.08K
2012-07-05;481.95;486.31;481.05;486.31;100.55K
2012-08-05;488.6;492.44;486.25;488.07;133.18K
2012-09-05;488.19;490.49;485.33;487.62;113.92K
2012-10-05;490.03;491.35;482.68;486.07;134.65K
2012-11-05;487.68;488.13;479.87;480.1;114.30K
5/14/2012;477.73;483.15;469.69;469.69;110.42K
5/15/2012;462.97;467.63;455.47;455.65;97.22K
5/16/2012;455.75;458.57;446.38;449.91;86.46K
5/17/2012;449.77;453.72;442.58;442.58;77.75K
5/18/2012;439.69;440.24;430.29;434.95;80.36K
5/21/2012;438.53;448.19;437.72;448.02;77.33K
5/22/2012;451.32;453.7;446.84;447.94;84.44K
5/23/2012;443.6;446.2;436.75;436.75;66.02K
5/24/2012;431.39;435.59;425.65;426.92;58.04K
5/25/2012;432.62;438.42;431.01;437.38;77.82K
5/28/2012;443.24;443.24;433.42;435.48;66.81K
5/29/2012;431.75;432.91;429.11;431.44;47.68K
5/30/2012;433.29;437.31;432.39;435.34;49.05K
5/31/2012;431.84;433.94;428.52;429.2;48.18K
2012-01-06;430.75;432.27;427.98;428.8;72.18K
2012-04-06;426.91;427.58;416.65;416.65;143.32K
2012-05-06;413.96;421.02;413.58;421.02;101.79K
2012-06-06;421.09;427.17;420.81;426.39;91.50K
2012-07-06;431.14;436.68;428.61;434.41;71.30K
2012-08-06;439.02;441.46;432.9;432.9;82.63K
2012-11-06;432.15;435.86;430.28;432.5;68.13K
2012-12-06;432.89;432.89;428.04;428.16;57.13K
6/13/2012;429.73;429.73;424.86;427.61;84.09K
6/14/2012;425.74;428.59;424.05;425.28;46.93K
6/15/2012;425.62;433.09;425.62;433.09;72.65K
6/18/2012;436.89;439.29;433.75;435.59;59.25K
6/19/2012;434.04;435.11;430.23;431.08;68.59K
6/20/2012;431.8;434.16;429.2;432.89;34.00K
6/21/2012;432.27;433.49;430.83;431.14;43.84K
6/22/2012;429.95;430.19;426.5;427.17;51.73K
6/25/2012;426.54;429.81;422.95;424.12;62.79K
6/26/2012;421.17;421.76;417.92;419.19;50.52K
6/27/2012;419.78;422.17;418;418.04;43.90K
6/28/2012;418.04;418.78;415.34;418.16;42.93K
6/29/2012;420.76;422.37;418.49;422.37;55.76K
2012-02-07;421.94;424.95;418.18;419.3;38.61K
2012-03-07;416.47;417.21;411.86;413.09;43.27K
2012-04-07;413.41;416.03;410.73;410.73;27.63K
2012-05-07;410.85;413.83;408.43;413.83;31.52K
2012-06-07;414.01;417.97;413.53;415.44;43.33K
2012-09-07;413.59;414.39;407.51;408.12;31.97K
2012-10-07;406.4;409.86;405.39;405.39;28.74K
2012-11-07;405.29;408.21;405.07;407.28;22.77K
2012-12-07;406.5;409.7;406.18;408.72;43.56K
7/13/2012;409.85;416.98;409.85;416.98;55.75K
7/16/2012;417.54;418.78;413.28;413.98;41.74K
7/17/2012;411.72;418.5;411.72;417.55;48.14K
7/18/2012;418.19;419.91;416.1;418.83;49.40K
7/19/2012;417.77;428.38;417.77;428.38;84.90K
7/20/2012;432.1;432.46;424.47;424.47;72.95K
7/23/2012;423.31;426.13;421.42;421.99;50.66K
7/24/2012;420.19;420.62;414.6;415.63;44.84K
7/25/2012;412.94;415.71;412.56;412.91;43.52K
7/26/2012;413.78;416.63;412.89;414.8;30.78K
7/27/2012;416.43;417.68;412.47;413.16;38.35K
7/30/2012;410.57;415.31;410.08;415;26.69K
7/31/2012;415.7;416.57;414.19;414.48;25.40K
2012-01-08;413.73;413.99;410.54;412.55;27.62K
2012-02-08;414.23;417.96;414.23;416.1;21.90K
2012-03-08;417.63;419.26;417.09;418.21;24.18K
2012-06-08;419.29;423.77;419.29;423.16;44.57K
2012-07-08;423.72;425.46;422.44;422.5;33.16K
2012-08-08;422.74;424.52;421.31;423.57;23.80K
2012-09-08;424.43;428.21;424.43;426.98;43.06K
2012-10-08;427.49;427.93;425.06;425.56;37.45K
8/13/2012;423.79;426.38;423.44;426.17;29.84K
8/14/2012;425.79;430.89;425.79;429.47;50.53K
8/15/2012;429.96;432.44;429.96;430.77;39.64K
8/16/2012;430.77;433.63;429.43;430.83;26.76K
8/17/2012;430.83;434.72;430.83;433.45;37.82K
8/20/2012;435.33;437.61;434.92;437.28;41.50K
8/21/2012;430.79;430.79;416.23;416.84;70.06K
8/22/2012;404.22;413.42;404.17;410.23;74.16K
8/23/2012;400.03;400.07;391.54;392.82;38.83K
8/24/2012;379.45;402.22;378.17;399.72;94.64K
8/27/2012;395.37;395.61;385.05;386.19;42.33K
8/28/2012;381.06;386.05;379.61;385.78;41.23K
8/29/2012;389.85;394.04;389.85;393.06;41.60K
8/30/2012;394.9;399.44;393.37;397.25;39.04K
8/31/2012;396.88;398.19;394.29;396.02;33.35K
2012-04-09;397.37;403.25;397.37;402.08;29.64K
2012-05-09;402.56;404.87;396.31;398.92;45.71K
2012-06-09;396.41;398.77;393.41;393.41;33.45K
2012-07-09;395.25;397.51;392.56;397.51;33.47K
2012-10-09;395.72;396.27;386.19;388.88;48.79K
2012-11-09;383.87;388.02;383.87;386.62;35.75K
2012-12-09;387.03;390.3;387.03;388.35;32.62K
9/13/2012;388.55;391.36;387.68;391.36;37.26K
9/14/2012;398.13;400.09;395.14;398.87;46.50K
9/17/2012;400.55;405.27;400.07;401.75;38.89K
9/18/2012;403.48;405.05;392.98;394.51;41.84K
9/19/2012;391.05;396.17;390.89;394.55;44.84K
9/20/2012;393.05;393.42;385.9;389.28;58.64K
9/21/2012;391;395.55;391;395.48;101.29K
9/24/2012;392.16;394.54;390.08;390.37;27.74K
9/25/2012;391.17;394.06;390.14;391.77;23.94K
9/26/2012;392.51;397.86;392.51;395.12;23.83K
9/27/2012;395.66;396.67;391.34;393.34;28.63K
9/28/2012;392.11;393.91;390.99;392.57;37.10K
2012-01-10;391.74;391.86;386.42;386.55;29.92K
2012-02-10;386.78;387.62;384.2;384.32;26.08K
2012-03-10;385.61;387.6;383.07;385.37;36.72K
2012-04-10;385.68;386.66;383.62;384.51;25.98K
2012-05-10;384.78;388.16;384.65;388.16;27.64K
2012-08-10;387.83;393.45;387.83;393.45;35.59K
2012-09-10;394.36;394.87;392.26;393.67;38.75K
2012-10-10;392.38;394.66;391.75;394.66;37.97K
2012-11-10;395.32;397.55;393.87;394.19;45.28K
2012-12-10;394.17;395.01;392.26;392.54;55.38K
10/15/2012;392.88;394.19;390.72;391.56;36.04K
10/16/2012;392.6;399.22;392.6;399.22;41.18K
10/17/2012;399.22;400.97;395.91;397.02;59.13K
10/18/2012;395.94;399.55;395.94;398.51;34.99K
10/19/2012;399.52;400.46;394.98;398.23;52.60K
10/22/2012;397.77;398.34;394.69;397;45.95K
10/23/2012;397.27;399.22;395.89;397.71;35.30K
10/24/2012;397.69;398.43;395.24;395.45;34.21K
10/25/2012;393.79;394.54;389.92;389.92;43.00K
10/26/2012;390.05;393.13;389.5;391.7;22.93K
10/29/2012;390.96;392.6;390.63;391.36;29.76K
10/30/2012;391.13;392.17;389.64;389.86;23.08K
10/31/2012;388.5;390.05;387.39;388.42;57.63K
2012-01-11;388.1;389.74;387.95;387.95;46.10K
2012-02-11;378.74;380.33;374.98;375.26;59.15K
2012-05-11;372.39;378.45;372.39;377.27;30.99K
2012-06-11;377.27;379.05;375.12;376.95;46.23K
2012-07-11;377.83;381.22;375.75;380.9;31.15K
2012-08-11;380.32;385.6;380.13;385.6;23.29K
2012-09-11;385.61;386.79;383.72;386.71;24.76K
2012-12-11;386.71;388.94;385.66;388.62;41.91K
11/13/2012;387.52;388.43;385.15;385.22;28.50K
11/14/2012;384.74;389.4;384.61;387.71;23.96K
11/15/2012;389.84;390.65;386.6;386.91;28.76K
11/16/2012;385.83;386.25;383.16;385.71;22.58K
11/19/2012;384.83;386.22;382.42;383.32;22.55K
11/20/2012;383.23;385.37;381.84;385.1;24.47K
11/21/2012;385.18;385.8;382.72;383.87;21.61K
11/22/2012;383.44;384.1;382.57;383.22;18.23K
11/23/2012;383.22;384.25;381.14;381.71;21.45K
11/26/2012;382.43;382.62;377.82;377.9;22.36K
11/27/2012;377.77;378.62;376.08;376.89;18.73K
11/28/2012;376.13;377.32;374.15;375.79;29.71K
11/29/2012;377.45;378.62;376.93;378.2;15.95K
11/30/2012;380.01;380.18;377.52;377.82;45.54K
2012-03-12;377.94;379.27;375.78;379.27;21.90K
2012-04-12;379.02;382.1;377.89;382.1;29.90K
2012-05-12;382.1;387.05;382.1;385.69;40.54K
2012-06-12;385.59;386.62;384.53;385.69;36.30K
2012-07-12;386.44;386.6;383.8;383.8;33.52K
2012-10-12;384.84;387.67;383.53;386.69;44.50K
2012-11-12;386.25;389.37;385.81;389.37;40.40K
2012-12-12;388.41;393.13;386.46;391.08;47.17K
12/13/2012;393.04;393.81;390.57;391.19;44.11K
12/14/2012;392.23;394.61;392.05;392.21;43.16K
12/17/2012;391.37;395.3;391.31;393.63;67.40K
12/18/2012;396.21;396.45;392.34;393.39;52.37K
12/19/2012;395.84;398.59;395.34;398.59;72.58K
12/20/2012;399.13;400.71;397.86;399.68;82.89K
12/21/2012;397.49;400.27;394.27;396.78;76.82K
12/24/2012;397.25;400.22;396.57;399.71;73.07K
12/25/2012;401.01;401.72;398.09;401.34;50.85K
12/26/2012;399.43;406.1;398.31;406.1;59.62K
12/27/2012;408.32;410.68;406.58;409.97;79.45K
12/28/2012;409.49;413.73;408.32;413.73;84.32K
2013-02-01;415.5;419.05;414.41;418.35;64.29K
2013-03-01;420.68;420.68;413.68;419.27;99.83K
2013-04-01;418.75;426.48;417.5;426.06;64.85K
2013-07-01;428.53;434.64;426.86;434.19;78.32K
2013-08-01;437.25;447.16;437.15;447.16;121.10K
2013-09-01;447.16;457.75;442.26;448.77;134.77K
2013-10-01;447.99;460.12;444.08;460.12;79.40K
2013-11-01;468.39;469.16;461.74;462.69;75.12K
1/14/2013;458.08;462.08;455.51;458.97;69.55K
1/15/2013;459.24;461.42;455.93;461.42;88.78K
1/16/2013;462.17;470.34;462.17;465.25;96.57K
1/17/2013;465.66;466.55;456.76;456.76;96.33K
1/18/2013;458.21;459.82;450.28;454.16;84.21K
1/21/2013;453.91;456.34;447.79;447.79;58.68K
1/22/2013;449.01;450.8;441.24;442.85;67.33K
1/23/2013;443.96;447.79;440.48;443.37;50.66K
1/24/2013;444.34;452.4;444.19;452.4;49.81K
1/25/2013;455.28;468.09;455.25;468.09;86.46K
1/28/2013;474.27;485.67;474.27;479.6;107.36K
1/29/2013;478.02;484.34;476.33;484.01;88.11K
1/30/2013;486.67;490.89;482.76;487.6;83.26K
1/31/2013;484.04;485.19;479.79;479.79;80.50K
2013-01-02;477.11;483.42;473.23;483.42;76.85K
2013-04-02;487.06;488.96;482.38;482.38;56.88K
2013-05-02;481.82;482.56;477.36;477.36;63.41K
2013-06-02;479.62;488.62;479.62;488.36;65.15K
2013-07-02;490.88;493.72;488.03;490.62;73.01K
2013-08-02;491.85;495.72;489.64;494.03;60.72K
2/18/2013;497.87;497.87;493.95;493.95;69.42K
2/19/2013;493.4;495.39;490.33;490.78;104.49K
2/20/2013;487.99;495.82;487.68;494.83;78.55K
2/21/2013;494.83;497.7;476.73;476.73;123.31K
2/22/2013;482.03;487.11;470.23;477.69;107.35K
2/25/2013;481.67;483.97;478.3;483.69;49.62K
2/26/2013;482.5;482.5;463.64;465.05;93.97K
2/27/2013;465.89;467.5;459.64;465.72;71.44K
2/28/2013;465.72;476.41;465.72;474.56;53.25K
2013-01-03;476.51;480.39;475.46;477.15;55.93K
2013-04-03;477.04;479.06;468.74;468.74;74.56K
2013-05-03;467.36;467.84;461.61;462.12;59.79K
2013-06-03;466.96;471.09;464.19;471.09;35.56K
2013-07-03;470.73;472.54;466.63;466.63;46.95K
2013-08-03;468.1;471.75;468.1;470.68;31.77K
2013-11-03;471.29;476.79;469.78;476.5;56.61K
2013-12-03;475.23;478.67;470.51;475.34;60.26K
3/13/2013;476.43;478.05;471.85;473.18;50.26K
3/14/2013;471.63;474.6;470.81;474.6;46.72K
3/15/2013;474.99;481.35;474.45;481.35;74.40K
3/18/2013;481.53;482.59;478.54;479.13;49.14K
3/19/2013;478.45;482.21;477.55;480.48;35.32K
3/20/2013;481.88;488.94;480.53;487.04;52.32K
3/21/2013;488.64;494.57;488.43;491.79;57.18K
3/22/2013;492.88;500.59;486.15;489.99;54.55K
3/25/2013;491.76;495.64;488.55;493.57;38.34K
3/26/2013;494.19;496.32;489.14;489.46;47.04K
3/27/2013;489.3;492.46;485.34;491.26;38.97K
3/28/2013;491.64;495.12;487.67;490.67;45.82K
3/29/2013;487.01;492.96;483.5;491.04;38.99K
2013-01-04;490.66;505.81;489.9;505.81;55.43K
2013-02-04;507.31;514.1;507.22;509.43;70.26K
2013-03-04;509.29;511.59;502.38;505.93;57.12K
2013-04-04;505.54;506.63;497.35;497.35;52.18K
2013-05-04;501.16;503.36;497.83;502.58;48.75K
2013-08-04;505;507.75;501.91;506.66;52.18K
2013-09-04;505.09;512.85;504.16;510.49;60.76K
2013-10-04;512.15;518.46;496.5;496.5;69.18K
2013-11-04;501.39;504.51;497.08;504.07;52.04K
2013-12-04;505.37;505.9;490.82;494.27;52.31K
4/15/2013;491.65;491.77;478.8;480.02;54.83K
4/16/2013;475.07;479.97;466.56;478.07;58.21K
4/17/2013;482.17;483.99;476.53;483.99;30.05K
4/18/2013;483.99;483.99;471.1;473.21;38.52K
4/22/2013;471.81;472.95;466.78;468.43;39.69K
4/23/2013;470.59;475.48;469.13;473.69;34.01K
4/24/2013;474.48;475.75;472.89;472.89;32.85K
4/25/2013;474.87;477.8;474.29;476.59;37.11K
4/26/2013;477.04;479.12;474.43;474.51;31.27K
2013-02-05;474.54;476.42;472.16;473.02;25.84K
2013-03-05;471.14;475.24;470.81;475.24;26.29K
2013-06-05;478.94;488.32;478.94;488.32;52.99K
2013-07-05;489.35;491.56;484.39;485.58;58.06K
2013-08-05;486.74;488.04;483.03;485.07;63.52K
2013-09-05;485.44;488.57;485.2;486.22;101.30K
2013-10-05;488.1;490.76;484.75;486.1;85.57K
5/13/2013;486.96;490.38;486.96;488.93;45.49K
5/14/2013;486.94;487.45;480.79;483.85;46.53K
5/15/2013;482.82;487.52;481.8;485.97;37.55K
5/16/2013;486;491.44;485.28;490.34;49.81K
5/17/2013;489.99;491.85;487.6;487.6;50.05K
5/20/2013;487.71;492.96;485.42;492.27;48.67K
5/21/2013;496.09;502.6;495.95;500.18;88.74K
5/22/2013;503.23;504.68;501.44;502.23;66.88K
5/23/2013;501.15;506.58;498.22;498.22;80.02K
5/24/2013;498.77;503.6;495.96;500.24;62.52K
5/27/2013;504.38;516.08;504.38;512.41;93.33K
5/28/2013;515.62;517.97;512.81;516.33;87.43K
5/29/2013;517.91;520.36;511.31;515.09;99.72K
5/30/2013;517.18;521.45;513.68;521.45;75.59K
5/31/2013;526.58;526.58;518.39;518.39;150.13K
2013-03-06;518.3;521.35;516.64;517.03;75.93K
2013-04-06;517.03;521.96;510.69;510.69;78.93K
2013-05-06;512.37;514.64;508.86;514.64;56.29K
2013-06-06;513.43;521.28;513.16;520.9;72.25K
2013-07-06;523.21;527.97;523.19;527.97;74.55K
2013-10-06;530.97;533.15;524.56;524.56;94.17K
2013-11-06;525.2;525.68;520.94;521.95;68.05K
2013-12-06;521.21;524.91;518.24;518.24;70.56K
6/13/2013;518.28;519.54;510.07;515.09;62.54K
6/14/2013;517.14;518;509.03;509.03;60.67K
6/17/2013;510.52;511.23;498.31;498.52;75.81K
6/18/2013;497.06;500.54;495.5;498.88;55.77K
6/19/2013;501.58;504.11;500.61;503.37;43.06K
6/20/2013;502.22;503.75;498.55;499.51;49.47K
6/21/2013;497.3;501.25;495.23;498.84;94.15K
6/24/2013;500.44;501.14;487.41;489.74;58.31K
6/25/2013;487.04;488.55;466.78;473.02;86.82K
6/26/2013;473.26;476.47;466.41;473.53;66.68K
6/27/2013;476.33;482.95;475;482.95;46.02K
6/28/2013;484.84;485.94;479.94;481.13;62.41K
2013-01-07;478.98;482.03;475.26;480.04;35.06K
2013-02-07;480.72;490.14;480.72;489.84;37.84K
2013-03-07;489.84;492.93;487.11;487.35;45.91K
2013-04-07;489.23;490.65;486.49;487.22;39.43K
2013-05-07;488.06;489.99;485.22;485.66;38.32K
2013-08-07;485.24;485.95;480.58;482.77;40.65K
2013-09-07;483.96;485.5;481.14;485.5;29.84K
2013-10-07;487.81;489.83;484.43;484.43;32.64K
2013-11-07;484.38;485.44;482.11;484.47;35.04K
2013-12-07;485.14;493.99;485.13;493.99;51.91K
7/15/2013;496.12;498.32;492.95;494.1;43.48K
7/16/2013;494.66;497.83;493.74;496.22;42.32K
7/17/2013;496.38;498.42;493.37;497.5;42.12K
7/18/2013;495.68;500.51;494.23;496.84;53.15K
7/19/2013;499.64;505.38;499.28;503.76;48.11K
7/22/2013;505.11;507.71;501.63;506.16;54.39K
7/23/2013;506.16;508.64;504.22;504.29;53.03K
7/24/2013;503.67;504.27;493.36;494.18;60.42K
7/25/2013;493.75;495.85;491.71;491.78;42.25K
7/26/2013;493.5;495.16;487.92;493.93;43.41K
7/29/2013;493.81;494.36;485.56;485.69;32.83K
7/30/2013;485.78;490.36;485.74;488.54;30.66K
7/31/2013;488.1;493.1;487.1;491.85;41.62K
2013-01-08;490.9;494.31;489.57;492.43;31.50K
2013-02-08;493.33;495.71;493.02;494.66;26.27K
2013-05-08;494.38;496.74;492.75;493.66;29.58K
2013-06-08;492.69;496.56;491.91;496.56;34.42K
2013-07-08;496.95;502.26;495.02;500.1;40.45K
2013-08-08;499.53;503.51;497.05;498.22;28.33K
2013-09-08;498.88;502.04;498.88;500.62;28.10K
2013-12-08;501.35;501.39;497.53;499.46;31.95K
8/13/2013;499.46;502.63;497.4;497.73;36.52K
8/14/2013;498.51;503.89;496.35;503.57;35.78K
8/15/2013;505.03;509.6;505.03;508.22;63.49K
8/16/2013;508.22;510.22;505.48;507.79;60.58K
8/19/2013;507.27;513.34;507.16;511.02;61.78K
8/20/2013;509.59;510.59;504.11;504.81;65.90K
8/21/2013;504.77;504.78;497.01;502.7;53.82K
8/22/2013;499.82;503.92;494.4;496.12;53.03K
8/23/2013;496.12;497.89;482.78;486.82;54.17K
8/26/2013;485.26;490.54;478.59;490.54;43.03K
8/27/2013;488.23;489.89;485.57;485.57;27.83K
8/28/2013;482.48;482.48;470.29;473.3;69.27K
8/29/2013;473.33;477.09;468.55;468.55;39.84K
8/30/2013;469.64;472.7;462.13;472.7;35.50K
2013-03-09;473.56;477.08;470.26;472.17;29.19K
2013-04-09;472.77;476.42;469.3;471.45;69.28K
2013-05-09;473.62;477.77;470.72;477.57;47.48K
2013-06-09;479.18;480.55;475.16;480.03;46.82K
2013-09-09;478.98;478.98;469.39;470.16;54.93K
2013-10-09;470.16;475.62;470.16;474.53;28.76K
2013-11-09;474.53;478.95;473.68;476.4;33.57K
2013-12-09;474.97;477.25;474.91;475.59;32.57K
9/13/2013;475.11;478;474.54;476.42;29.07K
9/16/2013;478.32;478.7;473.97;475.57;38.47K
9/17/2013;476.21;480.16;475.82;477.73;39.15K
9/18/2013;478.65;479.43;473.52;474.26;39.01K
9/19/2013;477.99;478.99;475.69;476.09;35.57K
9/20/2013;476.12;477.19;474.7;477.19;84.26K
9/23/2013;476.79;479.09;475.06;479.09;46.17K
9/24/2013;478.88;483.78;478.85;482.82;82.40K
9/25/2013;482.41;488.98;482.41;486.22;80.66K
9/26/2013;486.28;487.88;482.61;485.11;49.67K
9/27/2013;484.68;487.82;483.85;486.61;47.13K
9/30/2013;487.12;492.65;486.7;492.63;68.46K
2013-01-10;491.92;496.59;491.34;492.24;102.08K
2013-02-10;492.58;496.86;492.58;494.39;77.33K
2013-03-10;495;495;491.59;492.3;62.67K
2013-04-10;492.17;497.73;490.43;497.5;59.72K
2013-07-10;497.45;502.16;496.92;500.47;72.10K
2013-08-10;500.53;502.64;497.58;502.22;72.19K
2013-09-10;501.28;502.52;498.98;500.67;64.40K
2013-10-10;500.34;501.64;494.81;494.81;66.51K
2013-11-10;496.71;498.58;494.53;494.53;53.53K
10/14/2013;494.31;495.67;492.81;493.62;38.40K
10/15/2013;493.03;495.72;492.37;495.72;50.45K
10/16/2013;495.59;500.6;495.02;498.96;69.93K
10/17/2013;501.88;502.64;498.83;499.59;64.10K
10/18/2013;499.89;501.39;497.91;500.83;69.75K
10/21/2013;501.8;503.72;500.25;501.57;112.33K
10/22/2013;500.94;502.95;498.74;500.57;74.97K
10/23/2013;501.41;504.81;501.41;504.05;82.43K
10/24/2013;503.47;505.74;500.64;501.17;86.40K
10/25/2013;502.8;503.17;499.53;500.75;74.17K
10/28/2013;501.27;501.86;496.46;496.46;73.72K
10/29/2013;494.66;497.74;494.01;497.08;57.87K
10/30/2013;498;500.97;497.95;499.07;48.37K
10/31/2013;500.04;500.59;497.41;497.41;43.35K
2013-01-11;499.21;499.27;496.93;497.08;42.53K
2013-04-11;497.25;498.49;495.68;497.07;65.13K
2013-05-11;497.38;500.28;495.84;499.79;75.86K
2013-06-11;500.83;502.52;499.58;502.52;81.85K
2013-07-11;501.4;503.3;499.29;499.86;106.54K
2013-08-11;498.8;500.47;498.33;498.61;72.79K
2013-11-11;498.03;501.08;497.41;501.08;93.28K
2013-12-11;500.81;501.36;496.79;497.65;121.98K
11/13/2013;496.9;498.62;495.68;496.12;64.53K
11/14/2013;496.67;498.82;496.12;497.85;65.07K
11/15/2013;497.88;502.12;497.72;501.34;91.22K
11/18/2013;503.33;507.41;503.33;506.48;115.88K
11/19/2013;505.45;507.63;504.71;504.71;96.55K
11/20/2013;504.68;505.75;502.98;505.52;107.16K
11/21/2013;507;510.21;503.54;503.54;173.94K
11/22/2013;504.52;506.46;502.83;505.64;106.38K
11/25/2013;506.94;509.72;506.08;506.46;97.38K
11/26/2013;506.98;510.75;504.65;509.16;93.48K
11/27/2013;510.96;513.25;507.66;508.43;102.74K
11/28/2013;508.53;509.15;506.99;507.71;82.13K
11/29/2013;507.42;508.78;506.05;507.78;101.25K
2013-02-12;509.13;509.48;507.1;508.53;77.69K
2013-03-12;508.13;514.83;508.13;511.62;125.50K
2013-04-12;512.01;513.4;510.66;510.88;111.83K
2013-05-12;510.39;512.21;507.52;510.03;103.88K
2013-06-12;510.03;512.37;509.76;510.12;78.64K
2013-09-12;514.13;514.13;510.94;511.23;102.31K
2013-10-12;512.1;513.83;510.24;511.6;80.98K
2013-11-12;511.74;511.81;504.9;505.31;103.54K
2013-12-12;503.77;507.68;503.76;506.92;80.16K
12/13/2013;507.07;509.35;505.49;506.06;67.67K
12/16/2013;503.46;506.52;502.04;502.04;62.70K
12/17/2013;503.24;505.67;502.2;505.67;73.60K
12/18/2013;505.1;506.11;503.66;505.25;62.33K
12/19/2013;505.9;508.04;504.92;506.28;111.08K
12/20/2013;507.39;508.29;504.45;504.45;142.43K
12/23/2013;506.6;509.41;505.73;508.68;108.21K
12/24/2013;508.61;509.54;505.62;505.62;91.41K
12/25/2013;506.37;506.53;503.03;504.42;73.61K
12/26/2013;504.41;507.57;503.59;506.55;82.92K
12/27/2013;507.08;510.09;506.41;506.41;73.74K
12/30/2013;506.35;507.02;500.35;500.35;94.29K
12/31/2013;500.04;506.44;499.49;504.63;60.92K
2014-02-01;505.61;506.71;503.04;504.51;57.72K
2014-03-01;504.41;506.28;503.94;505.37;55.60K
2014-06-01;505.74;509.1;504.28;509.1;68.74K
2014-07-01;510.84;513;509.87;510.12;74.36K
2014-08-01;511.03;514.2;509.01;513.9;70.30K
2014-09-01;513.66;516.98;513.52;516.98;91.49K
2014-10-01;518.33;523.06;518.24;518.94;107.18K
1/13/2014;519.31;522.32;518.78;521.11;71.99K
1/14/2014;521.13;524.59;520.63;522.31;94.87K
1/15/2014;523.72;527.09;522.45;526.68;127.58K
1/16/2014;528.83;533.54;527.9;533.54;97.75K
1/17/2014;536.81;549.88;536.81;543.59;118.07K
1/20/2014;548.22;559.93;548.22;553.67;105.72K
1/21/2014;555.72;560.18;547.65;559.91;100.92K
1/22/2014;561.34;564.61;551.92;551.92;125.28K
1/23/2014;550.88;556.5;550.52;553.55;73.72K
1/24/2014;555.66;560.19;553.46;560.19;88.01K
1/27/2014;560.45;560.49;556.35;556.52;67.55K
2014-06-02;555.51;557.29;551.45;554.68;89.24K
2014-07-02;557.71;558.51;549.37;549.76;124.97K
2014-10-02;550.41;555.9;548.56;555.9;110.19K
2014-11-02;559.74;561.83;553.9;553.9;175.05K
2014-12-02;555.55;564.25;554.26;564.25;126.10K
2/13/2014;567.58;570.68;565.27;570.18;147.12K
2/14/2014;573.09;576.18;569.38;572.22;142.81K
2/17/2014;571.91;572.85;567.89;570.2;163.69K
2/18/2014;570.8;574.56;570.16;574.56;160.28K
2/19/2014;578.53;578.8;573.86;578.12;159.10K
2/20/2014;579.64;584.1;565.31;571.04;259.68K
2/21/2014;570.95;574.61;565.33;570.57;124.76K
2/24/2014;571.94;576.58;570.07;576.58;119.03K
2/25/2014;575.49;586.2;575.49;586.2;143.52K
2/26/2014;590.64;590.79;582.96;589.81;157.70K
2/27/2014;587.82;596.4;584.79;584.79;225.21K
2/28/2014;586.12;591.36;581.63;586.48;119.41K
2014-03-03;586.65;587.11;573.37;573.38;143.30K
2014-04-03;569.34;572.28;563.55;569.97;125.57K
2014-05-03;569.97;577.5;569.97;574.94;105.93K
2014-06-03;576.17;580.04;574.58;578.56;141.31K
2014-07-03;579.4;582.24;579.1;579.75;157.00K
2014-10-03;580.84;584.81;579.98;583.69;145.03K
2014-11-03;585.1;589.45;582.2;588.5;162.49K
2014-12-03;590.94;596.38;590.02;590.02;177.88K
3/13/2014;590.83;595.22;590.36;595.22;133.78K
3/14/2014;596.2;600.68;594.51;596.83;163.99K
3/17/2014;603.05;603.24;598.7;600.36;170.18K
3/18/2014;602.01;603.21;597.78;599.85;205.40K
3/19/2014;600.73;605.91;600.42;605.59;192.01K
