Date;Open;High;Low;Price;Vol.
3/16/2010;526.06;529.55;516.08;516.08;67.29K
3/17/2010;519.9;520.14;510.85;510.85;51.32K
3/18/2010;515.24;519.73;510.47;519.73;46.31K
3/19/2010;520.14;521.22;515.99;515.99;54.36K
3/22/2010;515.71;517.79;511.58;511.58;42.56K
3/23/2010;512.21;513.07;506.53;506.53;45.89K
3/24/2010;511.05;512.87;508.75;512.12;46.05K
3/25/2010;507.85;508.83;502.16;503.39;52.07K
3/26/2010;505.51;506.4;501.64;505.3;63.12K
3/29/2010;506.7;509.15;504.05;505.67;37.75K
3/30/2010;504.71;506.29;500.72;500.72;59.88K
3/31/2010;501.85;504;499.24;499.24;52.76K
2010-01-04;500.31;508.91;499.99;508.18;53.67K
2010-02-04;510.38;513.1;508.54;510.48;43.47K
2010-05-04;514.17;516.27;513.45;514.79;44.73K
2010-06-04;517.48;520.31;515.33;515.33;68.80K
2010-07-04;516.21;517.26;512.54;515.82;51.48K
2010-08-04;515.72;519.4;514.74;515.93;55.89K
2010-09-04;517.06;519.61;516.4;517.42;63.63K
2010-12-04;522.12;523.16;519.5;519.93;54.42K
4/13/2010;521.04;523.23;517.98;517.98;53.75K
4/14/2010;518.57;518.74;515.81;516.21;45.15K
4/15/2010;521.01;521.49;518.39;521.49;53.71K
4/16/2010;523.72;523.99;521.53;522.03;63.13K
4/19/2010;521.35;521.69;516.74;516.74;61.10K
4/20/2010;517.36;519.72;515.2;515.2;58.67K
4/21/2010;517.54;520.2;517.54;519.7;56.68K
4/22/2010;521.9;534.53;521.9;529.31;79.84K
4/26/2010;531.69;535.41;531.21;531.21;69.63K
4/27/2010;532.58;536.23;531.57;535.72;57.60K
4/28/2010;536.08;539.83;536.08;539.2;60.98K
4/29/2010;541.44;542.74;541.19;542.37;74.88K
2010-04-05;544.52;550.61;544.52;549.12;89.16K
2010-05-05;548.75;551.39;546.13;548.01;86.72K
2010-06-05;549.19;551.4;547.02;549.51;81.31K
2010-07-05;548.22;548.22;536.51;542.03;112.50K
2010-10-05;541.49;541.49;532.4;534.38;82.68K
2010-11-05;537.85;539.93;532.72;534.36;69.19K
2010-12-05;527.52;527.52;519.6;519.6;69.35K
5/13/2010;521.93;524.2;516.11;518.93;60.29K
5/14/2010;522.92;523.48;519.98;520.72;45.57K
5/17/2010;521.3;521.67;509.5;511.27;55.11K
5/18/2010;510.49;510.75;505.13;508.3;45.37K
5/19/2010;503.66;504.57;494.9;494.9;60.06K
5/20/2010;481.8;503.55;481.68;503.55;59.96K
5/21/2010;487.76;490.3;482.16;483.69;61.06K
5/24/2010;485.1;489.62;479.56;486.19;44.28K
5/25/2010;484.8;490.33;482.86;486.25;43.97K
5/26/2010;491.45;492.69;488.29;492.69;41.38K
5/27/2010;491.63;497.16;489.75;497.16;41.76K
5/28/2010;509.47;513.34;506.43;512.99;58.91K
5/31/2010;510.54;513.44;506.32;507.44;44.81K
2010-01-06;505.18;509.13;503.65;508.68;37.92K
2010-02-06;505.18;511.1;504.79;510.74;40.66K
2010-03-06;516.15;516.22;511.16;511.16;51.12K
2010-04-06;511.85;513;508.75;510.37;52.56K
2010-07-06;498.94;502.18;494.98;496.89;52.05K
2010-08-06;494.08;497.95;493.2;497.19;38.51K
2010-09-06;500.12;502.53;497.24;497.56;34.34K
2010-10-06;497;500.61;495.4;500.51;33.46K
2010-11-06;505.07;506.75;504.29;504.29;44.68K
6/14/2010;506.55;509.35;506.31;508.32;46.15K
6/15/2010;509.3;510.18;506.5;508.01;48.88K
6/16/2010;510.35;513.07;510.35;510.72;51.05K
6/17/2010;510.3;511.16;508.36;510.76;53.97K
6/18/2010;511.93;514.04;509.35;511.18;63.45K
6/21/2010;515.08;515.76;513.95;514.75;48.63K
6/22/2010;513.23;515.39;511.31;512.63;78.39K
6/23/2010;510.27;514.4;508.84;512.82;49.29K
6/24/2010;513.57;514.95;511.67;511.67;53.14K
6/25/2010;506.06;509.57;505.12;505.12;52.23K
6/28/2010;505.37;507.71;505.26;507.28;48.06K
6/29/2010;509.84;511.37;509.46;510.71;46.61K
6/30/2010;501.19;507.14;501.06;507.14;59.18K
2010-01-07;504.11;506.61;503.65;504.02;47.26K
2010-02-07;505.15;505.55;502.5;503.65;42.32K
2010-05-07;505.67;507.08;504.54;506.54;39.62K
2010-06-07;505.75;505.75;500.7;500.82;52.54K
2010-07-07;502.5;503.84;496.91;496.91;46.41K
2010-08-07;502.06;502.2;498.55;498.55;42.42K
2010-09-07;499.05;501.11;498.96;499.46;30.83K
2010-12-07;499.83;500.39;497.16;499.93;36.91K
7/13/2010;505.42;509.86;502.58;509.08;47.03K
7/14/2010;512.22;512.81;507.34;507.34;53.21K
7/15/2010;505.84;507.63;505.01;505.19;42.69K
7/16/2010;505.47;507.12;504.17;506.21;46.03K
7/19/2010;504.25;506.84;503.22;506.84;43.41K
7/20/2010;507.04;507.25;505.23;506.56;47.75K
7/21/2010;507.16;507.27;505.35;505.4;50.04K
7/22/2010;503.13;503.62;500.04;500.28;50.04K
7/23/2010;502.79;502.87;499.73;500.31;39.66K
7/26/2010;501.2;501.92;498.1;498.1;42.46K
7/27/2010;499.03;501.86;497.67;497.67;43.17K
7/28/2010;497.4;497.86;491;491;46.86K
7/29/2010;488.92;492.92;488.92;491.11;37.47K
7/30/2010;491.3;495.1;491.3;493.91;46.04K
2010-02-08;494.78;495.26;491.27;491.61;37.38K
2010-03-08;493.4;496.53;491.9;491.9;42.36K
2010-04-08;490.29;490.31;484.66;486.71;41.53K
2010-05-08;488.75;489.17;485.36;486.21;37.42K
2010-06-08;485.22;485.22;482.37;482.82;36.67K
2010-09-08;482.65;482.65;472.51;472.74;43.43K
2010-10-08;468.84;469.31;458.22;461.67;57.30K
2010-11-08;463.08;465.88;458.86;463.12;40.06K
2010-12-08;458.03;458.59;448.25;448.4;49.74K
8/13/2010;440.72;452.73;440.72;452.73;45.95K
8/16/2010;458.09;464.76;456.88;464.76;42.91K
8/17/2010;461.89;463.87;457.19;463.52;36.70K
8/18/2010;461.76;462.12;453.23;455.49;37.46K
8/19/2010;454.5;455.94;450.07;452.23;31.55K
8/20/2010;452.06;454.84;444.38;454.84;34.21K
8/23/2010;453.06;453.06;447.92;447.92;24.99K
8/24/2010;441.73;441.73;433.6;434.42;47.30K
8/25/2010;427.01;428.46;421.3;423.89;51.49K
8/26/2010;425.54;429.12;421.81;427.07;39.74K
8/27/2010;423.1;431.24;421.73;429.14;34.09K
8/30/2010;439.27;445.44;439.27;444.55;34.60K
8/31/2010;447.86;455.43;445.36;455.08;55.60K
2010-01-09;456.48;458.75;450.93;458.75;47.06K
2010-06-09;463.94;469.25;463.94;466;57.21K
2010-07-09;463.35;467.35;458.93;460.59;52.68K
2010-08-09;454.4;458.44;453.03;458.44;56.09K
2010-09-09;462.53;465.69;459.86;463.68;47.98K
2010-10-09;463.48;464.28;451.39;451.39;53.02K
9/13/2010;448.97;452.47;442.43;447.27;46.34K
9/14/2010;450.95;451.46;447.95;449.01;37.53K
9/15/2010;449.07;450.48;444.74;448.72;38.67K
9/16/2010;445.69;450.85;445.49;449.52;38.08K
9/17/2010;451.49;457.58;450.64;457.58;49.76K
9/20/2010;462.01;462.83;457.87;457.87;55.55K
9/21/2010;457.73;457.92;453.32;453.32;57.42K
9/22/2010;453.01;455.81;453.01;453.9;33.41K
9/23/2010;451.41;453.71;447.16;450.77;52.22K
9/24/2010;449.13;452.28;448.16;449.71;34.94K
9/27/2010;451.17;452.51;449.37;450.2;37.41K
9/28/2010;452.07;455.13;452.07;455.13;38.95K
9/29/2010;457.99;458;452.94;452.94;33.20K
9/30/2010;452.71;454.52;451.28;454.52;40.63K
2010-01-10;454.41;455.46;451.71;451.71;35.78K
2010-04-10;452.38;452.38;443.98;445.83;50.09K
2010-05-10;440.91;450.96;440.63;450.96;33.23K
2010-06-10;452.88;460.72;452.78;460.72;38.31K
2010-07-10;461.99;467.61;460.16;462.05;37.35K
2010-08-10;459.3;465.05;459.26;459.26;30.51K
2010-11-10;457.41;461.48;456.6;459.32;23.72K
2010-12-10;457.19;459.94;453.72;454.32;28.58K
10/13/2010;453.23;457.7;452.19;457.7;25.06K
10/14/2010;459.79;460.92;457.88;458.66;23.26K
10/15/2010;457.07;458.39;455.73;458.39;25.25K
10/18/2010;458.44;459.35;456;457.59;26.65K
10/19/2010;458.44;459.39;451.82;454.25;33.55K
10/20/2010;450.79;451.04;441.16;442.17;41.25K
10/21/2010;442.09;445.25;440.59;445.05;28.77K
10/22/2010;444.84;446.39;441.5;445.21;27.82K
10/25/2010;444.67;448.61;443.12;448.61;28.65K
10/26/2010;450.23;458.23;450.23;455.12;34.95K
10/27/2010;455.23;455.93;448.9;450.01;28.56K
10/28/2010;448.62;451.51;448.28;450.07;23.49K
10/29/2010;450.5;452.79;450.29;452.63;33.40K
2010-01-11;451.81;451.86;449.83;451.06;22.16K
2010-02-11;448.62;448.87;445.6;446.3;25.53K
2010-03-11;445.33;445.76;442.34;444.16;26.11K
2010-04-11;444.13;448.95;443.97;448.95;28.69K
2010-05-11;452.41;457.27;450.09;457.27;36.94K
2010-08-11;457.5;458.74;454.41;457.13;32.60K
2010-09-11;455.58;455.65;449.4;449.4;41.96K
2010-10-11;447.72;451.26;447.61;451.26;25.47K
2010-11-11;451.24;451.61;446.31;446.69;26.42K
2010-12-11;444.78;446.86;436.5;441.6;44.51K
11/15/2010;440.61;443.08;432.72;433.54;29.77K
11/16/2010;431.08;431.33;425.05;426.89;35.34K
11/17/2010;426.89;430.24;424.32;425.5;37.06K
11/18/2010;427.74;432.05;427.74;430.72;32.42K
11/19/2010;434.39;434.42;426.51;426.51;27.71K
11/22/2010;422.71;426.19;419.98;426.19;30.14K
11/23/2010;426.19;430.81;426.03;430.81;24.96K
11/24/2010;430.73;434.48;427.99;434.48;30.93K
11/25/2010;434.7;440.19;434.7;439.85;34.21K
11/26/2010;441.88;443.68;437.29;439.94;45.40K
11/29/2010;437.92;446.36;436.38;446.36;45.42K
11/30/2010;450.04;456.3;450.04;451.59;66.97K
2010-01-12;451.02;453.55;448.13;449.93;49.06K
2010-02-12;450.09;457.42;448.23;457.42;66.06K
2010-03-12;462.3;467.2;462.3;464.35;71.91K
2010-06-12;467.3;468.78;462.87;465.56;96.78K
2010-07-12;461.71;466.1;460.76;460.76;85.03K
2010-08-12;459.41;461.6;452.55;452.83;72.50K
2010-09-12;450.59;460.79;450.16;460.45;60.57K
2010-10-12;464.81;473.06;462.39;473.06;94.11K
12/13/2010;485.82;490.3;485.73;490.22;81.98K
12/14/2010;493.72;496.42;480.64;489.65;134.95K
12/15/2010;492.8;497.09;491.51;493.47;95.68K
12/16/2010;484.81;489.7;479.68;480.21;80.79K
12/17/2010;483;485.29;476.27;485.29;74.15K
12/20/2010;488.3;488.3;478.29;478.29;66.94K
12/21/2010;471.17;483.43;470.14;481.78;68.33K
12/22/2010;488.31;488.69;481.53;481.53;61.51K
12/23/2010;481.71;481.71;475.41;475.41;57.22K
12/24/2010;474.16;477.81;470.81;472.76;55.82K
12/27/2010;475.64;476.05;469.64;473.05;39.25K
12/28/2010;471.73;479.33;471.73;479.33;89.11K
12/29/2010;480.53;481.17;476.53;478.75;62.37K
12/30/2010;477.2;481.51;477.2;481.4;57.07K
12/31/2010;480.93;485.22;480.1;484.66;60.09K
2011-04-01;485.72;487.83;481.66;485.97;29.60K
2011-05-01;487.94;487.94;481.91;481.91;40.58K
2011-06-01;480.86;483.16;479.87;482.31;29.49K
2011-07-01;482.77;483.86;481.35;481.86;31.36K
2011-10-01;483.71;485.06;479.58;480.55;33.80K
2011-11-01;477.97;480.79;475.48;477.44;35.42K
2011-12-01;480.82;481.65;477.49;478.45;41.21K
1/13/2011;479.95;485.02;479.6;484.12;29.07K
1/14/2011;487.06;490.11;486.54;489.22;41.50K
1/17/2011;492.89;498.49;492.37;495.16;43.81K
1/18/2011;497.05;501.28;496;497.43;40.80K
1/19/2011;504.93;507.89;503.1;505.91;42.89K
1/20/2011;510.17;514.05;510.17;511.98;41.21K
1/21/2011;518.32;521.22;518.24;519.5;46.99K
1/24/2011;525.7;525.7;509.88;509.88;38.33K
1/25/2011;504.06;506.12;501.87;501.97;39.69K
1/26/2011;498.24;502.02;498.24;501.25;22.04K
1/27/2011;501.25;503.43;498.11;502.68;30.03K
1/28/2011;502.77;511.91;502.75;510.6;37.63K
2011-08-02;515.7;521.49;515.61;520.69;24.86K
2011-09-02;528.69;529.2;522.49;522.59;31.77K
2011-10-02;523.25;526.57;519.51;520.23;31.58K
2011-11-02;522.79;522.79;516.4;519.98;35.61K
2/14/2011;520.73;522.37;514.05;514.05;35.50K
2/15/2011;509.28;517.98;509.28;517.87;34.38K
2/16/2011;519.55;519.7;513.11;513.11;30.00K
2/17/2011;510.69;511.04;505.5;509.83;35.96K
2/18/2011;509.1;510.75;502.55;503.92;38.44K
2/21/2011;497.71;497.71;481.86;483.68;50.54K
2/22/2011;467.4;471.68;467.4;470.02;52.16K
2/23/2011;468.97;474.02;466.88;470.67;36.92K
2/24/2011;462.43;462.87;455.74;461.29;43.12K
2/25/2011;460.57;467.97;457.96;466.96;28.62K
2/28/2011;467.12;474.22;461.37;461.37;34.26K
2011-01-03;458.21;466.12;458.14;466.12;24.21K
2011-02-03;464.27;466.26;453.33;457.83;46.60K
2011-03-03;449.78;457.13;449.78;452.34;30.74K
2011-04-03;454.73;459.23;452.61;459.23;32.86K
2011-07-03;465.21;468.22;464.44;468.22;23.63K
2011-08-03;471.78;477.52;471.78;475.38;29.85K
2011-09-03;474.8;475.19;466.72;470.51;31.21K
2011-10-03;467.54;482.54;467.54;482.49;46.17K
2011-11-03;490.13;496.22;490.13;495.06;43.50K
3/14/2011;491.95;493.2;479.9;479.9;45.60K
3/15/2011;470.47;476.3;468.2;468.74;37.67K
3/16/2011;467.17;470.64;461.57;463.58;36.31K
3/17/2011;461.48;468.28;457.01;460.53;36.01K
3/18/2011;459.4;461.88;454.73;461.08;53.51K
3/21/2011;467.17;469.52;464.78;468.25;41.79K
3/22/2011;470.22;470.98;464.8;464.8;37.13K
3/23/2011;464;467.96;463.96;467.64;33.72K
3/24/2011;465.12;468.59;461.32;461.32;27.58K
3/25/2011;461.21;462.67;457.66;457.74;28.18K
3/28/2011;458.35;463.37;456.74;459.52;24.99K
3/29/2011;460.68;462.31;456.02;457.88;36.12K
3/30/2011;454.33;460.1;454.31;460.04;28.06K
3/31/2011;462.27;465.31;460.74;461.13;27.89K
2011-01-04;460.8;463.11;458.55;459.17;23.35K
2011-04-04;459.95;460.65;457.25;457.25;24.64K
2011-05-04;458.19;459.1;454.86;457.2;23.34K
2011-06-04;458.51;464.94;458.05;464.94;27.35K
2011-07-04;464.72;465.85;462;463.49;27.54K
2011-08-04;462.51;464.53;462.19;464.29;20.31K
4/13/2011;464.21;464.74;461.01;461.01;25.95K
4/14/2011;459.87;462.34;459.87;460.63;24.31K
4/15/2011;462.17;463.5;460.9;460.96;24.47K
4/18/2011;458.39;459.16;454.79;455.46;29.84K
4/19/2011;453.59;457.63;453.54;453.74;22.45K
4/20/2011;454.57;458.5;454.29;458.5;21.04K
4/21/2011;458.38;462.74;458.26;460.3;21.51K
4/22/2011;460.89;462.44;454.01;456.45;23.57K
4/25/2011;458.99;467.01;458.99;465.62;26.29K
4/26/2011;463.77;468.12;461.54;461.86;28.30K
4/27/2011;465.98;469.32;463.68;469.32;28.53K
4/28/2011;472.17;474.65;472.17;472.93;23.60K
4/29/2011;477.43;481.13;477.07;480.08;25.17K
2011-04-05;483.3;488.02;482.62;486.58;21.20K
2011-05-05;485.96;486.99;476.48;479.29;21.99K
2011-06-05;472.52;473.63;470.13;472.71;23.69K
2011-09-05;469.01;477.47;467.77;477.47;18.94K
2011-10-05;479.01;481.69;478.58;481.29;17.97K
2011-11-05;479.07;483.74;479.06;483.15;21.65K
2011-12-05;483.1;484.74;480.13;482.14;22.05K
5/13/2011;482.01;482.51;478.58;479.67;18.22K
5/16/2011;479.01;481.51;471.49;471.49;25.36K
5/17/2011;471.49;474.57;464.35;464.35;24.13K
5/18/2011;457.92;459.19;451.49;454.91;28.52K
5/19/2011;450.92;456.47;444.85;444.85;25.46K
5/20/2011;444.85;444.85;432.24;432.87;26.74K
5/23/2011;429.74;430.54;416.14;417.82;31.75K
5/24/2011;407.13;407.61;402.07;402.59;39.02K
5/25/2011;388.64;389.9;385.72;386.36;35.54K
5/26/2011;386.36;398.04;371.03;398.04;47.22K
5/27/2011;406.75;410.82;405.78;410.82;29.91K
5/30/2011;417.07;417.35;412;412.1;27.11K
5/31/2011;414.98;421.37;414.88;421.37;22.75K
2011-01-06;422.98;435.69;420.88;435.69;33.94K
2011-02-06;446.66;450.59;445.98;450.59;34.35K
2011-03-06;461.93;461.93;436.5;443.41;47.64K
2011-06-06;434.97;436.91;430.15;433.81;22.89K
2011-07-06;443.11;448.4;441.4;443.68;31.80K
2011-08-06;445.43;446.99;436.15;439.57;37.45K
2011-09-06;439.82;444.13;437.87;443.95;33.51K
2011-10-06;446.54;451.81;445;445;41.11K
6/13/2011;443.49;446.12;442.02;442.69;57.63K
6/14/2011;441.09;452.55;440.57;441.54;61.90K
6/15/2011;442.85;443.41;436.24;441.45;49.90K
6/16/2011;439.58;445.66;438.51;445.17;34.49K
6/17/2011;445.88;446.98;438.64;438.93;47.40K
6/20/2011;438.13;440.17;431.59;431.63;43.78K
6/21/2011;432.81;442.74;432.81;442.74;29.72K
6/22/2011;444.28;445.49;439.29;439.63;24.94K
6/23/2011;436.85;440.51;434.4;434.75;19.98K
6/24/2011;436.17;436.2;432.79;433.4;21.92K
6/27/2011;436.95;438.53;433.62;434.25;25.51K
6/28/2011;434.05;435.86;430.91;432.31;21.08K
6/29/2011;433.07;434.92;430.91;434.6;25.76K
6/30/2011;435.21;435.63;432.17;432.54;24.18K
2011-01-07;429.91;430.04;424.26;425.29;23.92K
2011-04-07;425.04;426.17;423.39;425.42;23.94K
2011-05-07;427.54;434.07;427.54;431.03;25.36K
2011-06-07;432.15;432.8;427.84;428.3;21.98K
2011-07-07;426.64;431.03;426.53;429.99;23.42K
2011-08-07;428.81;431.35;428.75;430.32;20.11K
2011-11-07;429.41;429.63;425.08;425.09;21.47K
2011-12-07;422.13;423.93;416.94;417.25;32.19K
7/13/2011;422.17;422.69;417.64;418.18;40.37K
7/14/2011;418.07;419.58;414.27;418.93;23.98K
7/15/2011;419.82;419.82;412.52;414.74;19.34K
7/18/2011;412.9;415.77;411.22;415.77;19.35K
7/19/2011;414.4;415.43;409.16;410.12;16.67K
7/20/2011;410.2;416.77;410.2;416.77;21.36K
7/21/2011;416.24;417.06;412.21;413.06;18.27K
7/22/2011;412.97;412.97;408.96;409.2;18.90K
7/25/2011;409.11;410.38;407.58;409.36;14.93K
7/26/2011;408.93;410.79;407.31;409.39;19.65K
7/27/2011;409.54;409.81;406.45;409.4;30.17K
7/28/2011;409.18;411.36;408.18;408.39;23.59K
7/29/2011;407.58;409.04;402.2;405.7;18.91K
2011-01-08;404.84;404.91;400.49;401.95;22.32K
2011-02-08;398.92;400.11;396.23;396.55;30.50K
2011-03-08;393.6;394.15;388.79;391.47;26.51K
2011-04-08;392.93;398.74;392.92;396.05;102.65K
2011-05-08;394.89;401.01;394.83;400.88;26.82K
2011-08-08;399.24;400.69;395.14;396.41;24.72K
2011-09-08;388.78;388.82;385.76;387.7;41.37K
2011-10-08;388.61;390.88;385.33;385.96;27.14K
2011-11-08;380.97;384.44;379.84;384.44;20.27K
2011-12-08;385.16;387.13;383.58;383.92;20.10K
8/15/2011;384.47;384.97;383.37;384.32;15.50K
8/16/2011;383.96;388.58;383.66;386.48;17.93K
8/17/2011;387.65;393.46;387.65;393.46;39.33K
8/18/2011;398.21;402.89;397.7;402.89;31.09K
8/19/2011;399.98;400.76;396.2;400.76;26.91K
8/22/2011;401.87;406.75;401.87;406.03;31.26K
8/23/2011;405.19;405.19;401.23;401.28;29.97K
8/24/2011;403.21;406.29;396.68;396.68;27.50K
8/25/2011;398.46;402.19;397.93;401.65;30.13K
8/26/2011;403.21;405.96;402.81;404.41;29.42K
8/29/2011;405.89;413.37;405.26;413.37;40.74K
8/30/2011;421.81;423.01;416.84;419.26;45.26K
8/31/2011;421.45;426.29;417.79;424.71;47.74K
2011-01-09;429.49;435.29;429.31;435.29;50.02K
2011-05-09;438.35;439.82;432.07;435.73;52.71K
2011-06-09;434.02;437.58;430.82;436.16;41.50K
2011-07-09;444.4;445.72;440.44;443.99;44.27K
2011-08-09;450.4;457.41;449.97;453.26;60.53K
2011-09-09;452.94;460.17;452.33;459.92;47.28K
2011-12-09;461.14;465.41;460.49;462.93;52.17K
9/13/2011;469.5;471.07;466.69;469.4;68.37K
9/14/2011;469.33;475.45;466.99;466.99;81.37K
9/15/2011;462.72;470.9;461.31;470.67;70.57K
9/16/2011;470.87;473.56;457.11;457.11;59.04K
9/19/2011;450.21;461.68;449.5;461.68;46.60K
9/20/2011;459.32;459.32;454.17;454.37;46.15K
9/21/2011;451.99;454.48;446.65;447.57;43.95K
9/22/2011;443.3;449.3;441.67;449.26;46.86K
9/23/2011;439.61;442.14;438.58;440.3;42.85K
9/26/2011;436.63;444.4;431.78;434.43;35.32K
9/27/2011;434.02;440.95;431.86;437.47;40.13K
9/28/2011;441.53;442.53;433.97;433.97;37.57K
9/29/2011;431.8;433.38;425.02;428.08;78.19K
9/30/2011;426.13;433.09;424.64;427.6;34.38K
2011-03-10;426.43;428.28;422.12;422.12;29.52K
2011-04-10;417.46;420.46;415.35;418.18;28.43K
2011-05-10;420.74;422.71;415.85;417.21;37.97K
2011-06-10;417.94;423.08;417.94;421.32;39.42K
2011-07-10;423.46;423.74;417.96;417.96;32.48K
2011-10-10;416.77;421.52;415.73;419.66;22.78K
2011-11-10;421;421.29;417.35;417.73;28.78K
2011-12-10;414.41;415.37;409.3;410.91;35.24K
10/13/2011;411.17;413.71;407.61;412.59;29.05K
10/14/2011;413.12;415.62;413.09;414.49;21.81K
10/17/2011;415.52;415.52;410.33;410.84;26.21K
10/18/2011;407.44;408.11;404.32;404.32;24.44K
10/19/2011;404.32;407.02;399.08;401.15;24.27K
10/20/2011;402.86;404.85;401.62;403.73;18.61K
10/21/2011;405.44;411.79;405.44;411.03;32.63K
10/24/2011;415.9;418.34;414.46;414.46;21.46K
10/25/2011;416.06;417.07;409.38;409.38;22.40K
10/26/2011;410.42;413.66;410.35;412.1;25.28K
10/27/2011;414.63;415.59;412.79;414.75;21.82K
10/28/2011;418.83;422.45;415.52;422.07;41.37K
10/31/2011;426.89;428.86;420.81;420.81;37.89K
2011-01-11;418.77;419.16;412.6;413.82;44.89K
2011-02-11;410.02;412.06;407.07;407.79;31.59K
2011-03-11;408.18;410.48;405.72;408.44;27.77K
2011-04-11;411.22;412.79;410.37;410.57;34.03K
2011-07-11;409.78;413.94;408.66;410.52;35.03K
2011-08-11;408.36;409.76;405.17;408.6;29.83K
2011-09-11;409.19;410.21;404.18;405.19;24.30K
2011-10-11;402.47;402.47;399.29;401.03;25.32K
2011-11-11;399.67;403.4;396.3;396.3;37.28K
11/14/2011;397.52;397.7;389.04;391.74;37.10K
11/15/2011;391.63;393.46;386.47;387.87;37.11K
11/16/2011;389.25;392.98;388.51;390.89;33.19K
11/17/2011;390.91;392.23;385.86;385.86;33.91K
11/18/2011;383.14;383.45;377.46;379.62;34.40K
11/21/2011;380.4;382.71;377.92;379.14;21.21K
11/22/2011;377.46;382.62;375.93;381.76;32.28K
11/23/2011;385.15;388.57;384.84;388.57;33.12K
11/24/2011;387.26;389.29;381.78;381.78;29.22K
11/25/2011;381.78;383.74;379.38;383.35;27.35K
11/28/2011;386.04;388.98;383.05;383.31;32.65K
11/29/2011;385.78;386.55;382.9;382.9;34.80K
11/30/2011;381.88;382.62;378.78;380.69;26.23K
2011-01-12;380.47;382.87;377.03;380.1;21.23K
2011-02-12;380.92;383.88;380.36;383.88;25.13K
2011-05-12;385.82;391.71;385.82;391.19;34.96K
2011-06-12;393.92;396.29;390.2;390.2;37.93K
2011-07-12;389.15;389.69;386.71;387.21;30.86K
2011-08-12;387.02;388.35;381.63;381.63;41.70K
2011-09-12;381.28;382.13;375.67;377.16;31.76K
2011-12-12;376.97;378.82;373.89;375.3;37.72K
12/13/2011;374.11;377.17;371.75;371.75;34.64K
12/14/2011;371.75;374.42;366.64;367.55;58.15K
12/15/2011;364.14;365.09;360.16;364.48;40.49K
12/16/2011;364.37;369.65;363.8;366.03;65.30K
12/19/2011;365.71;367.95;364.73;367.4;37.32K
12/20/2011;365.5;369.09;363.22;365.67;46.46K
12/21/2011;368;369.48;366.96;367.72;47.25K
12/22/2011;366.68;366.78;359.12;360.37;46.13K
12/23/2011;352.48;356.97;352.21;356.21;29.08K
12/26/2011;356.15;356.15;349.7;352.68;42.84K
12/27/2011;348.42;348.83;346.48;347.8;57.46K
12/28/2011;347.59;351.34;347.17;350.66;57.72K
12/29/2011;349.06;350.51;347.39;350.51;48.34K
12/30/2011;351.83;352.46;348.3;351.55;56.18K
2012-03-01;351.37;354.02;349.31;350;20.64K
2012-04-01;349.22;349.92;348.24;348.84;25.45K
2012-05-01;346.42;347.13;340.94;340.94;20.63K
2012-06-01;340.19;340.19;336.49;336.73;29.08K
2012-09-01;334.93;339.32;332.28;339.32;171.19K
2012-10-01;336.84;345.25;336.84;344.68;36.56K
2012-11-01;347.98;349.45;346.71;347.43;29.08K
2012-12-01;347.78;349.44;347.22;348.11;24.42K
1/13/2012;349.31;354.33;349.31;354.33;22.04K
1/16/2012;356.77;360.29;355.97;357.87;29.38K
1/17/2012;357.52;363.5;357.1;358.86;23.73K
1/18/2012;360.81;363.3;360.47;362.66;18.12K
1/19/2012;363.15;373.43;363.04;373.43;23.02K
1/20/2012;378.07;378.07;373;373;29.58K
1/30/2012;375.1;384.94;373.1;384.94;21.57K
1/31/2012;390.43;393.92;387.97;387.97;39.04K
2012-01-02;388.7;390.67;383.05;390.67;39.22K
2012-02-02;393.89;401.61;393.82;401.61;43.99K
2012-03-02;408.95;411.38;401.74;401.74;68.55K
2012-06-02;402.36;402.38;394.91;399.73;32.93K
2012-07-02;400.43;402.5;396.02;401.08;37.02K
2012-08-02;403.74;409.74;401.51;409.53;44.60K
2012-09-02;412.98;414.6;409.18;411.39;51.51K
2012-10-02;410.11;410.11;403.49;405.02;49.90K
2/13/2012;402.37;402.37;395.54;395.54;34.55K
2/14/2012;391.08;400.26;391.08;400.26;36.46K
2/15/2012;398.61;400.66;394.38;397.41;45.76K
2/16/2012;395.2;398.44;393.66;396.51;34.86K
2/17/2012;397.98;403.3;397.98;403.3;40.79K
2/20/2012;409.83;414.5;408.98;413.98;48.96K
2/21/2012;421.81;422.19;410.32;410.91;59.09K
2/22/2012;410.63;418.41;410.63;418.41;54.90K
2/23/2012;419.49;423.89;416.45;423.89;67.37K
2/24/2012;427.1;429.42;423.43;423.43;78.56K
2/27/2012;426.03;430.75;425.66;428.41;65.37K
2/28/2012;429.26;431.11;421.65;422.22;121.72K
2/29/2012;420.02;423.64;418.01;423.64;125.98K
2012-01-03;426.48;427.95;422.65;427.95;89.54K
2012-02-03;432.32;439.6;431.79;439.6;81.70K
2012-05-03;448.66;459.8;448.66;457.21;103.34K
2012-06-03;465.63;468.15;444.99;445;154.49K
2012-07-03;442.74;444.25;433.69;444.02;101.25K
2012-08-03;436.44;443.5;431.66;431.66;90.58K
2012-09-03;429.2;435.27;424.43;432.11;78.99K
2012-12-03;429.83;432.61;423.43;428.02;74.78K
3/13/2012;429.73;433.66;427.76;429.39;62.96K
3/14/2012;435.73;437.23;429.22;433.86;64.09K
3/15/2012;433.47;442.55;430.39;441.85;105.70K
